likes,retweets,total_replies,created_at,cleaned_text,label,Cleaned_Text,Label
136,8,2,2022-12-28 18:44:40+00:00,today i had a tour of uhuru park and i can report to you that uhuru kenyatta did some exceptional jobvery commendabledynasty ni mzurino pride in poverty,neutral,today i had a tour of uhuru park and i can report to you that uhuru kenyatta did some exceptional jobvery commendabledynasty ni mzurino pride in poverty,
134,13,24,2025-04-18 22:51:56+00:00,today i had the great honour of joining fellow leaders friends and family in celebrating the joyous wedding of speaker s daughter tamara a beautiful ceremony filled with love unity and tradition may god bless the newlyweds with a lifetime of happiness and,neutral,today i had the great honour of joining fellow leaders friends and family in celebrating the joyous wedding of speaker s daughter tamara a beautiful ceremony filled with love unity and tradition may god bless the newlyweds with a lifetime of happiness and,
19,4,0,2025-04-16 22:27:17+00:00,today i had the honor of accompanying he abdullahi sheikh ismail minister of internal security to a highlevel bilateral meeting with hon kipchumba murkomen cabinet secretary for interior and national administration of kenya our discussion focused on enhancing cooperation,neutral,today i had the honor of accompanying he abdullahi sheikh ismail minister of internal security to a highlevel bilateral meeting with hon kipchumba murkomen cabinet secretary for interior and national administration of kenya our discussion focused on enhancing cooperation,
72,6,8,2025-04-18 16:51:14+00:00,today i had the honour of joining the speaker of the national assembly hon moses wetangula and the family in witnessing the wedding ceremony of his daughter tamara wetangula to antony njoroge therefore what god has joined together let no one separate mark,neutral,today i had the honour of joining the speaker of the national assembly hon moses wetangula and the family in witnessing the wedding ceremony of his daughter tamara wetangula to antony njoroge therefore what god has joined together let no one separate mark,
212,15,66,2025-03-29 15:07:55+00:00,today i joined dagoretti north mp hon beatrice elachi and her family in bidding farewell to their beloved son elvis murakana namenya at their home at nalepo village kajiado county his untimely passing in a tragic road accident during lent season reminds us of the,neutral,today i joined dagoretti north mp hon beatrice elachi and her family in bidding farewell to their beloved son elvis murakana namenya at their home at nalepo village kajiado county his untimely passing in a tragic road accident during lent season reminds us of the,
4,2,0,2025-04-07 17:30:16+00:00,today i joined defence cabinet secretary hon soipan tuya as she hosted a delegation from the united kingdom led by united kingdom mp and secretary of state for defence hon john healey who paid her a courtesy visit at the defence headquarters kenya and the united kingdom,neutral,today i joined defence cabinet secretary hon soipan tuya as she hosted a delegation from the united kingdom led by united kingdom mp and secretary of state for defence hon john healey who paid her a courtesy visit at the defence headquarters kenya and the united kingdom,
11,4,6,2025-04-04 00:20:56+00:00,today i joined the maendeleo ya wanawake national officials led by their chairperson rahab mwikali muiu in attending a meeting with first lady mama rachel ruto at state house in nairobi we discussed women empowerment and health how taifa care and sha will benefit women,neutral,today i joined the maendeleo ya wanawake national officials led by their chairperson rahab mwikali muiu in attending a meeting with first lady mama rachel ruto at state house in nairobi we discussed women empowerment and health how taifa care and sha will benefit women,
13,0,3,2025-04-11 19:29:13+00:00,today i met caleb sunguti our roots party candidate for malava constituency by election,neutral,today i met caleb sunguti our roots party candidate for malava constituency by election,
9014,720,345,2024-07-21 16:12:20+00:00,today i visited a friends church the pastor was preaching ale ko joburg we were watching him from the screen here in bloem that church will never see me again,neutral,today i visited a friends church the pastor was preaching ale ko joburg we were watching him from the screen here in bloem that church will never see me again,
217,12,34,2023-01-28 22:27:33+00:00,today i will sleep a happy man not because of anything but because i have given cash amounting to a total of to groups across the constituency to boost their businesses each group got between,neutral,today i will sleep a happy man not because of anything but because i have given cash amounting to a total of to groups across the constituency to boost their businesses each group got between,
93,8,25,2025-03-29 13:51:19+00:00,today in kajiado with other leaders offering my deepest condolences to hon beatrice elachi and her family as we lay her son elvis to rest may god grant them strength and peace during this difficult time,neutral,today in kajiado with other leaders offering my deepest condolences to hon beatrice elachi and her family as we lay her son elvis to rest may god grant them strength and peace during this difficult time,
96,32,3,2017-07-19 19:55:32+00:00,today in kisumu drumming up support for and our candidates we are,neutral,today in kisumu drumming up support for and our candidates we are,
594,58,315,2024-07-12 21:06:53+00:00,today in muchungucha kiharu watu wazuri sana thank you very much we are african and africa is our business,neutral,today in muchungucha kiharu watu wazuri sana thank you very much we are african and africa is our business,
881,393,13,2024-07-16 07:57:41+00:00,today is a big test for acting police ig douglas kanja in handling any protests that will happen,neutral,today is a big test for acting police ig douglas kanja in handling any protests that will happen,
2,3,0,2024-07-16 06:08:51+00:00,today is the day lets apply pressure like we did on the day we visited parliament to reject the finance bill he will fall,neutral,today is the day lets apply pressure like we did on the day we visited parliament to reject the finance bill he will fall,
397,92,3,2025-04-17 21:10:31+00:00,today kimani ichungwa and junet mohamed verbally attacked wamuchomba simply coz wamuchomba was pointing them out wamuchomba is amongst the few sensible ladies in parliament she voted against bill sha etc u will never find her behave like karen nyamu etc lets stand by her,offensive,today kimani ichungwa and junet mohamed verbally attacked wamuchomba simply coz wamuchomba was pointing them out wamuchomba is amongst the few sensible ladies in parliament she voted against bill sha etc u will never find her behave like karen nyamu etc lets stand by her,
0,0,0,2025-04-17 11:22:17+00:00,today lootall is hosting aipca faithful in a major feast amp bribe celebration at state hse in what he is calling aipca holy oil celebration another sh million or more will go to the wind as lootall dreams of using the church to pocket murima votes the organizer is kindiki,offensive,today lootall is hosting aipca faithful in a major feast amp bribe celebration at state hse in what he is calling aipca holy oil celebration another sh million or more will go to the wind as lootall dreams of using the church to pocket murima votes the organizer is kindiki,
85,9,5,2025-01-11 18:35:45+00:00,today marks an important milestone in kenyas healthcare journey i had the privilege of signing the intergovernmental participation agreement ipa with mombasa county governor abdulswamad nassir officially kicking off our partnership to enhance healthcare delivery through,neutral,today marks an important milestone in kenyas healthcare journey i had the privilege of signing the intergovernmental participation agreement ipa with mombasa county governor abdulswamad nassir officially kicking off our partnership to enhance healthcare delivery through,
120,18,7,2024-08-21 19:17:46+00:00,today mombasa governor abdulswamad sheriff joined by county officials met with cs hon john mbadi at the treasury building where they discussed development and enhanced service delivery in mombasa county,neutral,today mombasa governor abdulswamad sheriff joined by county officials met with cs hon john mbadi at the treasury building where they discussed development and enhanced service delivery in mombasa county,
427,37,19,2021-12-17 17:10:07+00:00,today morning president uhuru kenyatta commissioned the kenya shipyards limited ksl mombasa shipyard at mtongwe,neutral,today morning president uhuru kenyatta commissioned the kenya shipyards limited ksl mombasa shipyard at mtongwe,
11,1,1,2025-03-27 18:12:42+00:00,today on behalf of defence cabinet secretary hon soipan tuya i presided over the opening of the rd kenya defence forces kdf medical scientific conference held at ole sereni hotel nairobi the two day conference under the theme integrating research and innovation in,neutral,today on behalf of defence cabinet secretary hon soipan tuya i presided over the opening of the rd kenya defence forces kdf medical scientific conference held at ole sereni hotel nairobi the two day conference under the theme integrating research and innovation in,
1374,203,98,2024-04-17 19:33:06+00:00,today our deputy president rigathi gachagua aka riggy g decided it was time to burn all fake certificates he wondered why some people are occupying public offices even as governors using degrees of universities they never stepped into let heads roll,offensive,today our deputy president rigathi gachagua aka riggy g decided it was time to burn all fake certificates he wondered why some people are occupying public offices even as governors using degrees of universities they never stepped into let heads roll,
24,8,4,2024-12-28 14:31:55+00:00,today people are warming up against the killing government of mr ruto such a tyrant should not even be in power leave alone the presidency nairobi matiangi mombasa martha koome osint alai iebc streets enough is enough,offensive,today people are warming up against the killing government of mr ruto such a tyrant should not even be in power leave alone the presidency nairobi matiangi mombasa martha koome osint alai iebc streets enough is enough,
5,5,0,2024-06-27 18:51:43+00:00,today ruto did another massacre at rongai hired tribalistic goons armed with arrows at eldoret instructed a shoot to kill at mombasa enough is enough bana people are dying ruto is killing even kids today stop killing kenyans ruto,hate,today ruto did another massacre at rongai hired tribalistic goons armed with arrows at eldoret instructed a shoot to kill at mombasa enough is enough bana people are dying ruto is killing even kids today stop killing kenyans ruto,
312,39,157,2024-07-20 17:48:47+00:00,today saturday the budget amp appropriations committee continued with the process of revising the budget for fy we held meetings with the chairpersons of departmental committees on the budgetary allocations of various mdas we are african and africa is our business,neutral,today saturday the budget amp appropriations committee continued with the process of revising the budget for fy we held meetings with the chairpersons of departmental committees on the budgetary allocations of various mdas we are african and africa is our business,
1585,226,130,2021-12-29 18:18:19+00:00,today singlehandedly defeated the combined forces of conman and despot uhuru kenyatta in parliament what happened to the mythical powers of the deep state conman will face his waterloo on august,offensive,today singlehandedly defeated the combined forces of conman and despot uhuru kenyatta in parliament what happened to the mythical powers of the deep state conman will face his waterloo on august,
9,4,1,2024-12-29 11:21:33+00:00,today tips manjung city win phnom penh win em mahdia win or draw lobi stars win or x africain win or x msundowns win or x al quwa win or x eslamshahr win or x tahmeed mutuse gachagua abel lee kinyanjui sportpesa mega jackpot,neutral,today tips manjung city win phnom penh win em mahdia win or draw lobi stars win or x africain win or x msundowns win or x al quwa win or x eslamshahr win or x tahmeed mutuse gachagua abel lee kinyanjui sportpesa mega jackpot,
379,59,22,2022-11-12 19:43:36+00:00,today was the day for partnerships and awarding adaptation champions,neutral,today was the day for partnerships and awarding adaptation champions,
0,3,0,2025-04-16 14:01:07+00:00,today we celebrate a remarkable woman whose leadership journey has been defined by vision resilience and transformative results from cs for devolution to twoterm governor anne waiguru continues to set the bar high in public service,neutral,today we celebrate a remarkable woman whose leadership journey has been defined by vision resilience and transformative results from cs for devolution to twoterm governor anne waiguru continues to set the bar high in public service,
1,11,14,2025-04-16 14:27:55+00:00,today we celebrate governor anne waiguru for her legacy of breaking barriers and inspiring a new generation of women leaders across the country,neutral,today we celebrate governor anne waiguru for her legacy of breaking barriers and inspiring a new generation of women leaders across the country,
228,43,12,2023-06-12 11:10:18+00:00,today we embarked on a momentous journey to homa bay with great enthusiasm and anticipation boarding s inaugural flight this milestone marks the unlocking of stay tuned as we venture into an exciting new chapter,neutral,today we embarked on a momentous journey to homa bay with great enthusiasm and anticipation boarding s inaugural flight this milestone marks the unlocking of stay tuned as we venture into an exciting new chapter,
12,5,2,2025-04-08 21:03:40+00:00,today we hosted chief of staff amp head of public service hon felix koskei at uhuru gardens national monument and museum uhuru gardens led by defence cs hon soipan tuya we briefed him on the near complete works at uhuru gardens its at completion level we also,neutral,today we hosted chief of staff amp head of public service hon felix koskei at uhuru gardens national monument and museum uhuru gardens led by defence cs hon soipan tuya we briefed him on the near complete works at uhuru gardens its at completion level we also,
322,33,96,2024-07-29 19:11:25+00:00,today we launched works on various roads gaitheri thuita rd kariciungu gitui kirogo rd kiaguthu kaganda rd the roads will ease mobility hon gathee hon wa kangata hon munga hon mark and the great residents attended we are african and africa is our business,neutral,today we launched works on various roads gaitheri thuita rd kariciungu gitui kirogo rd kiaguthu kaganda rd the roads will ease mobility hon gathee hon wa kangata hon munga hon mark and the great residents attended we are african and africa is our business,
10,5,1,2025-04-15 18:13:13+00:00,today with my counterpart at we joined the cabinet secretary during the official launch of kaa safe mtaani campaign a powerful step to reach the last mile amp a vehicle to reach all the regions in kenya the initiative aims at driving,neutral,today with my counterpart at we joined the cabinet secretary during the official launch of kaa safe mtaani campaign a powerful step to reach the last mile amp a vehicle to reach all the regions in kenya the initiative aims at driving,
6292,3043,379,2024-06-28 19:17:21+00:00,today zakayo signed into law the appropriations bill which is part of which the people have rejected in total in other words the slimy ruto has smuggled back the which he pretended to have rejected and withdrawn in,offensive,today zakayo signed into law the appropriations bill which is part of which the people have rejected in total in other words the slimy ruto has smuggled back the which he pretended to have rejected and withdrawn in,
3393,329,27,2025-04-12 19:28:22+00:00,todays hero is sifuna just a like for him hatuombi,neutral,todays hero is sifuna just a like for him hatuombi,
20,11,1,2025-01-19 11:17:40+00:00,tofauti ya jimmy wanjigi na maina njenga ni nini,neutral,tofauti ya jimmy wanjigi na maina njenga ni nini,
86,15,4,2025-03-18 19:52:15+00:00,tofauti yako na francis atwoli ni hauna bibi,offensive,tofauti yako na francis atwoli ni hauna bibi,
6,4,0,2025-01-29 22:58:10+00:00,tofauti yangu na jimmy wanjigi sahii ni masaa tu,offensive,tofauti yangu na jimmy wanjigi sahii ni masaa tu,
225,178,1,2023-11-22 14:52:18+00:00,tofusan x phuwin,neutral,tofusan x phuwin,
8,2,0,2025-01-24 18:18:20+00:00,together with our partners and government stakeholders we launched the status summary road safety risk factors report for mombasa kenya we extend our sincere gratitude to governor abdulswamad sheriff nassir for attending government of mombasa,neutral,together with our partners and government stakeholders we launched the status summary road safety risk factors report for mombasa kenya we extend our sincere gratitude to governor abdulswamad sheriff nassir for attending government of mombasa,
1100,234,27,2022-08-14 02:39:19+00:00,together with sk macharia senior editors at junet mohamed and other thugs cc,offensive,together with sk macharia senior editors at junet mohamed and other thugs cc,
0,0,0,2025-04-17 19:11:23+00:00,so everyone has talked to their elder or leader now,offensive,so everyone has talked to their elder or leader now,
82,11,6,2024-05-13 21:40:06+00:00,told abt the fateful day on the gen ogolla crash humility killed our general he was advised to decline use of that chopper amp instead wait for his designated craft but in show of humility decided to use what i am now even told very junior officers within kdf decline using,neutral,told abt the fateful day on the gen ogolla crash humility killed our general he was advised to decline use of that chopper amp instead wait for his designated craft but in show of humility decided to use what i am now even told very junior officers within kdf decline using,
148,44,29,2025-04-03 11:47:28+00:00,tolgos and mandago once stopped a non kalenjin from becoming vc of moi university ona sasa,offensive,tolgos and mandago once stopped a non kalenjin from becoming vc of moi university ona sasa,
214,60,12,2024-06-26 12:23:33+00:00,tomorrow carry gen ogolla banners kdf will not shoot you,offensive,tomorrow carry gen ogolla banners kdf will not shoot you,
1,0,0,2024-06-26 13:45:12+00:00,tomorrow carry gen ogolla bannersposters kdf wont shoot youruto is going home he will not believe,offensive,tomorrow carry gen ogolla bannersposters kdf wont shoot youruto is going home he will not believe,
19,8,0,2025-01-26 22:59:50+00:00,tomorrow is monday once again heri tungechagua wajackoyah monday ingekuwa weekend,offensive,tomorrow is monday once again heri tungechagua wajackoyah monday ingekuwa weekend,
2601,2218,85,2024-07-30 00:10:27+00:00,tomorrows dn about jkia adani deal no is where its at proponent has no legal standing,neutral,tomorrows dn about jkia adani deal no is where its at proponent has no legal standing,
737,134,83,2021-04-26 16:47:17+00:00,tonight from pm ill be addressing the nation on my ig live agenda meeting he uhuru kenyatta meeting he in covid impact on art amp small business owners wasani mambleina walami jungle amp my sound rada chafu aob,neutral,tonight from pm ill be addressing the nation on my ig live agenda meeting he uhuru kenyatta meeting he in covid impact on art amp small business owners wasani mambleina walami jungle amp my sound rada chafu aob,
50,8,0,2025-04-14 16:05:58+00:00,tonight on k,neutral,tonight on k,
0,0,0,2025-04-16 07:28:38+00:00,too easywe will hang him at uhuru park high noon,hate,too easywe will hang him at uhuru park high noon,
39,19,5,2025-03-17 20:05:57+00:00,top dangerous women politicians susan kihika ann waiguru milicent omanga boss shollei tabitha karanja gladys wanga soipan tuya wavinya ndeti esther passaris caren nyamu,neutral,top dangerous women politicians susan kihika ann waiguru milicent omanga boss shollei tabitha karanja gladys wanga soipan tuya wavinya ndeti esther passaris caren nyamu,
212,62,75,2025-04-21 13:03:12+00:00,top papal contenders vatican observers and bookmakers luis antonio tagle from the philippines pietro parolin from italy peter turkson from ghana pter erd from hungary angelo scola from italy will the church continue francis legacy or take a conservative turn,neutral,top papal contenders vatican observers and bookmakers luis antonio tagle from the philippines pietro parolin from italy peter turkson from ghana pter erd from hungary angelo scola from italy will the church continue francis legacy or take a conservative turn,
471,79,41,2022-12-29 09:56:04+00:00,top people i found new respect for in putin trump elon musk our very ownuhuru kenyatta,neutral,top people i found new respect for in putin trump elon musk our very ownuhuru kenyatta,
0,0,0,2024-12-20 12:30:31+00:00,top un official ms amina mohammed the president ruto is ruthless and does not trust him is now spreading in the un governing circles,neutral,top un official ms amina mohammed the president ruto is ruthless and does not trust him is now spreading in the un governing circles,
613,29,7,2024-02-18 17:14:16+00:00,topuria is the clear example that if you fight and believe in yourself your chances of success increase infinitely project visualize and fight believe in yourself no one else will do it for you dont let them sell you the idea that being conformist in this life is a good thing life is hard,neutral,topuria is the clear example that if you fight and believe in yourself your chances of success increase infinitely project visualize and fight believe in yourself no one else will do it for you dont let them sell you the idea that being conformist in this life is a good thing life is hard,
7,2,1,2021-12-08 15:44:12+00:00,torn in the commander in chief combat president uhuru kenyattas message to the gsu passout parade in embakasi has been authoritative mental health for the young officers hii kenya kila mtu amebeba mzigo tafadhali ongea tutakuskiza bunduki tumia kulinda watu si ya kuua,neutral,torn in the commander in chief combat president uhuru kenyattas message to the gsu passout parade in embakasi has been authoritative mental health for the young officers hii kenya kila mtu amebeba mzigo tafadhali ongea tutakuskiza bunduki tumia kulinda watu si ya kuua,
15,2,0,2025-04-14 18:11:30+00:00,tory lanez ni mnomaskiza iyo freestyle mzee but jay z hakufanya fiti kupush meghan afanye tory aishie jelaso fn sadnaskia cherargei anainsist ati natembeya anafaa kuwa impeachedf that mf alafu matiangi na eugene wamalwa watakua kwa karuas govtmpig wa kiambaa ni an asshole,offensive,tory lanez ni mnomaskiza iyo freestyle mzee but jay z hakufanya fiti kupush meghan afanye tory aishie jelaso fn sadnaskia cherargei anainsist ati natembeya anafaa kuwa impeachedf that mf alafu matiangi na eugene wamalwa watakua kwa karuas govtmpig wa kiambaa ni an asshole,
513,150,24,2024-05-25 12:56:22+00:00,total man farouk kibet is very powerful every leader is advised to praise him when they have the microphone or they will be blocked from accessing state house,offensive,total man farouk kibet is very powerful every leader is advised to praise him when they have the microphone or they will be blocked from accessing state house,
274,34,2,2024-01-26 11:49:26+00:00,touchdown mwatate weve arrived at the office of the governor of taita taveta he andrew mwadime led by our party leader he for a courtesy call ahead of our activities in the county,neutral,touchdown mwatate weve arrived at the office of the governor of taita taveta he andrew mwadime led by our party leader he for a courtesy call ahead of our activities in the county,
64,4,4,2024-05-21 07:34:48+00:00,touching in deed kdf recruitment under gen francis ogolla was free fair and transparent many deserving individuals were recruited hopefully gen kahariri will continue with the legacy of ogolla,neutral,touching in deed kdf recruitment under gen francis ogolla was free fair and transparent many deserving individuals were recruited hopefully gen kahariri will continue with the legacy of ogolla,
0,0,0,2025-04-15 08:59:11+00:00,toyger a breed of cat will be caught and kindiki will be beaten,offensive,toyger a breed of cat will be caught and kindiki will be beaten,
137,29,1,2025-04-11 18:45:23+00:00,trade routes to java china and malay archipelago were resumed finest muslins namely khas cotton amp jute cultivation in brahmaputra meghna tract increased greatly many textile artisans shifted to dhaka from gauda cloths like maldahi elachi mashroor were main exports,neutral,trade routes to java china and malay archipelago were resumed finest muslins namely khas cotton amp jute cultivation in brahmaputra meghna tract increased greatly many textile artisans shifted to dhaka from gauda cloths like maldahi elachi mashroor were main exports,
5,3,0,2025-04-15 11:11:59+00:00,trans nzoia governor george natembeya hits back at samson cherargei following his remarks calling the trans nzoia governor a chief tribalist and chief mobilizer,offensive,trans nzoia governor george natembeya hits back at samson cherargei following his remarks calling the trans nzoia governor a chief tribalist and chief mobilizer,
0,0,0,2025-04-17 20:40:26+00:00,trans nzoia governor george natembeya we as the luhya community have said that politically these guys wetangula and mudavadi have done nothing for us if for example wetangula had been brought to the table we luhyas would be making noise now,neutral,trans nzoia governor george natembeya we as the luhya community have said that politically these guys wetangula and mudavadi have done nothing for us if for example wetangula had been brought to the table we luhyas would be making noise now,
445,66,18,2021-08-04 14:58:50+00:00,transformation is real senator isaac mwaura and homa bay woman rep gladys wanga during their says in kenyatta university wanga looked a very innocent girl during those days you wont believe shed intimidate kaluma in odm homa bay chairperson elections,neutral,transformation is real senator isaac mwaura and homa bay woman rep gladys wanga during their says in kenyatta university wanga looked a very innocent girl during those days you wont believe shed intimidate kaluma in odm homa bay chairperson elections,
1776,700,367,2024-04-03 01:45:17+00:00,transport cs kipchumba murkomen dismisses job seeker hatupeani kazi hapa we dont give jobs here,neutral,transport cs kipchumba murkomen dismisses job seeker hatupeani kazi hapa we dont give jobs here,
0,0,0,2025-04-15 20:19:53+00:00,travel advisory kinshasa akenga burale kamina muriithi lubumbashi to the drc musalia mudavadi franco mbilia bel olomide raila odingas baptism lake bogoria private aeroplane lake victoria it is good lake baringo my three sons by prophet owuor three fold,neutral,travel advisory kinshasa akenga burale kamina muriithi lubumbashi to the drc musalia mudavadi franco mbilia bel olomide raila odingas baptism lake bogoria private aeroplane lake victoria it is good lake baringo my three sons by prophet owuor three fold,
1539,155,29,2022-09-11 15:34:19+00:00,true junet mohamed stole for conman i said it a long time ago,offensive,true junet mohamed stole for conman i said it a long time ago,
0,0,0,2024-06-30 01:36:31+00:00,true sentiments that ruto should learn from,neutral,true sentiments that ruto should learn from,
1627,184,1818,2024-11-14 11:58:12+00:00,truly sorry to see amb meg whitman leave say what you may but she truly loved kenya and marketed it like no one else could or ever did especially in matters trade for those like myself who worked closely with her she was a passionate and positive force in helping,neutral,truly sorry to see amb meg whitman leave say what you may but she truly loved kenya and marketed it like no one else could or ever did especially in matters trade for those like myself who worked closely with her she was a passionate and positive force in helping,
14,6,2,2025-01-21 09:43:28+00:00,trump has signed the end to birthright citizenship now what will happen to susan kihika who got pregnant in kenya and went to the us to deliver there so that her child could get an american citizenship,offensive,trump has signed the end to birthright citizenship now what will happen to susan kihika who got pregnant in kenya and went to the us to deliver there so that her child could get an american citizenship,
0,0,0,2025-04-15 20:39:25+00:00,truth be said gachagua is the biggest pretender in these regime,offensive,truth be said gachagua is the biggest pretender in these regime,
0,0,0,2025-04-17 19:17:38+00:00,truth be told ndindi and ichungwa were the two chaired the committee who oversaw the escalation of borrowing under uhuru and ruto at no time did nyoro highlight the issues around crippling debt,neutral,truth be told ndindi and ichungwa were the two chaired the committee who oversaw the escalation of borrowing under uhuru and ruto at no time did nyoro highlight the issues around crippling debt,
220,34,26,2024-01-11 22:31:49+00:00,truth be told ndindi nyoro has earned himself national recognition amp admiration hongera is your mp performing or with cdf monies hes strategizing on being governor best mps should indeed rise to being governors but rogue mps shouldnt,neutral,truth be told ndindi nyoro has earned himself national recognition amp admiration hongera is your mp performing or with cdf monies hes strategizing on being governor best mps should indeed rise to being governors but rogue mps shouldnt,
4,0,0,2025-04-15 21:12:10+00:00,truth hurts he woke up to teroriz kenyans and you dont want to accept that you guys are petty and tribalist as gachagua,offensive,truth hurts he woke up to teroriz kenyans and you dont want to accept that you guys are petty and tribalist as gachagua,
1598,194,42,2024-04-21 18:18:07+00:00,truthful men caught feelings at gen ogollas funeral for being told the truth theyre used to mt kenya crowds who are mesmerized by gk vehicles with mounted strobe lights harassing people on the road asanteni kwa kuja thanks for coming coming coming,neutral,truthful men caught feelings at gen ogollas funeral for being told the truth theyre used to mt kenya crowds who are mesmerized by gk vehicles with mounted strobe lights harassing people on the road asanteni kwa kuja thanks for coming coming coming,
0,0,0,2025-04-16 07:53:36+00:00,trying everything to get pastors back but pastors have one vote each kenyans will make personal decisions not because anyone has forced them pastors are part of the reason kenyans are suffering they encouraged voting kasongo they didnt even have wisdom to see the hoodwink,neutral,trying everything to get pastors back but pastors have one vote each kenyans will make personal decisions not because anyone has forced them pastors are part of the reason kenyans are suffering they encouraged voting kasongo they didnt even have wisdom to see the hoodwink,
5342,1009,639,2022-04-26 23:52:26+00:00,trying to locate this brilliant girl anyone who can help me get in touch with her or her family l would be honored to sponsor her education form through form,neutral,trying to locate this brilliant girl anyone who can help me get in touch with her or her family l would be honored to sponsor her education form through form,
13,5,1,2023-02-18 17:26:52+00:00,tryna imagine kama wajackoyah angekuwa prezzo,neutral,tryna imagine kama wajackoyah angekuwa prezzo,
191,35,3,2022-10-30 15:28:44+00:00,tu is the definition of natural beauty at the same time cute and hot as hell,neutral,tu is the definition of natural beauty at the same time cute and hot as hell,
2010,719,25,2024-11-14 13:23:19+00:00,tuachishe bana nakuru is a friggin horrible place to work and all industries are dead and you are here kekeing about being sorry have some shame woman,offensive,tuachishe bana nakuru is a friggin horrible place to work and all industries are dead and you are here kekeing about being sorry have some shame woman,
0,0,0,2024-08-19 21:43:58+00:00,tuambie kitu kuhusu soipan tuya,neutral,tuambie kitu kuhusu soipan tuya,
581,789,3,2019-01-16 12:47:18+00:00,tucknews,neutral,tucknews,
1,0,0,2024-06-30 01:16:48+00:00,tuesday and thursday we are on the streets till ruto and his mpigs go home un should bring temporary electoral commissioners as we use our cameras to broadcast live on tiktok insta youtube amp other platforms in all polling stations,neutral,tuesday and thursday we are on the streets till ruto and his mpigs go home un should bring temporary electoral commissioners as we use our cameras to broadcast live on tiktok insta youtube amp other platforms in all polling stations,
4647,2054,248,2024-07-22 03:47:19+00:00,tuesday wednesday and daily protests until he resigns the butcher of sugoi is buying the lonrho house through ndindi nyoro zakayo is trying to buy majority shares of zakayo is buying mediheal clinics after destroying it the man is a vulture capitalist and,offensive,tuesday wednesday and daily protests until he resigns the butcher of sugoi is buying the lonrho house through ndindi nyoro zakayo is trying to buy majority shares of zakayo is buying mediheal clinics after destroying it the man is a vulture capitalist and,
938,352,79,2024-01-25 13:00:00+00:00,tuki youtube,neutral,tuki youtube,
7,1,2,2025-04-16 16:02:54+00:00,tukimanage huyu and keep him away from karen nyamu si ata dethrone samidoh,offensive,tukimanage huyu and keep him away from karen nyamu si ata dethrone samidoh,
3,1,1,2024-07-30 11:07:25+00:00,tukue serious kidogo as a nation jana ndindi nyoro was launching ile barabara inaitwa nyoka nyoka iko muranga hii barabara iko kwa map as the great north road na ilikua imemalizika by nikiwa form so what was he launching,neutral,tukue serious kidogo as a nation jana ndindi nyoro was launching ile barabara inaitwa nyoka nyoka iko muranga hii barabara iko kwa map as the great north road na ilikua imemalizika by nikiwa form so what was he launching,
2,1,0,2024-07-28 19:45:34+00:00,tuliambiwa eti ndindi nyoro hapitiki na strikers wako na tabu the rest is history,neutral,tuliambiwa eti ndindi nyoro hapitiki na strikers wako na tabu the rest is history,
5,6,1,2024-07-19 16:32:46+00:00,tulisema reject finance bill not amend they never listened they only dropped it after tumechoma parliament tulisema fire all cabinet secretaries not recycle reshuffle bado hawaskii rd july mother of all demos we match to state house,offensive,tulisema reject finance bill not amend they never listened they only dropped it after tumechoma parliament tulisema fire all cabinet secretaries not recycle reshuffle bado hawaskii rd july mother of all demos we match to state house,
0,0,0,2025-04-15 15:31:19+00:00,does anyone know the kind of pisi ruto has the one thats like hmm you know ah i dont know i cant explain it,neutral,does anyone know the kind of pisi ruto has the one thats like hmm you know ah i dont know i cant explain it,
0,0,0,2024-07-14 21:17:38+00:00,tumekuchoka ruto rejected by ndindi nyoro via,neutral,tumekuchoka ruto rejected by ndindi nyoro via,
0,0,0,2025-04-21 13:17:11+00:00,tumesema ni matiangi we dont care how that makes you feel like you want to choke and die,offensive,tumesema ni matiangi we dont care how that makes you feel like you want to choke and die,
58,48,40,2025-03-23 18:56:16+00:00,tumia your rooftop to generate power ruto must go hells gate pope francis gabon nyayo peter salasya olunga fifa marcelo cotu eric ouma luos dallas goons mclaren ferrari naivasha baba atwoli,offensive,tumia your rooftop to generate power ruto must go hells gate pope francis gabon nyayo peter salasya olunga fifa marcelo cotu eric ouma luos dallas goons mclaren ferrari naivasha baba atwoli,
0,0,0,2025-04-17 12:34:21+00:00,tunajua kuwa ulilipwa sio hakuna difference between you and kasmuel,offensive,tunajua kuwa ulilipwa sio hakuna difference between you and kasmuel,
3,2,0,2023-10-09 14:52:04+00:00,tunalamba mboo za israel sana hadi homabay county inatoa statement,neutral,tunalamba mboo za israel sana hadi homabay county inatoa statement,
0,0,1,2024-12-28 19:28:32+00:00,tunataka ya junet na ichungwah,neutral,tunataka ya junet na ichungwah,
1,0,0,2024-11-28 09:21:45+00:00,tunatuma ya soipan tuya pia,neutral,tunatuma ya soipan tuya pia,
7,4,3,2025-02-05 21:59:02+00:00,tune in prof george wajackoyah is here,neutral,tune in prof george wajackoyah is here,
1031,134,325,2024-06-29 18:03:46+00:00,tupo site kimilili nawapenda woo,neutral,tupo site kimilili nawapenda woo,
26,5,4,2025-03-04 07:52:52+00:00,tutakua naye prof george wajackoyah ndani ya bunge la maisha,neutral,tutakua naye prof george wajackoyah ndani ya bunge la maisha,
2,0,0,2025-04-21 13:27:42+00:00,tweeting among the arch angels nigga unlocked some next level shit,neutral,tweeting among the arch angels nigga unlocked some next level shit,
